Date,Quantity,Product_ID
21/06/2020,-2,103074
21/06/2020,-2,101528
21/06/2020,-1,101664
21/06/2020,-2,102054
21/06/2020,-10,102724
21/06/2020,-1,103304
21/06/2020,-2,101528
21/06/2020,-1,200034
21/06/2020,-1,200042
21/06/2020,-1,102870
21/06/2020,-4,102823
21/06/2020,-2,101120
21/06/2020,-5,103074
21/06/2020,-3,200035
21/06/2020,-1,102560
21/06/2020,-1,100761
21/06/2020,-1,102153
21/06/2020,-1,102790
21/06/2020,-10,103239
21/06/2020,-2,200010
21/06/2020,-1,100598
21/06/2020,-200,100027
21/06/2020,-2,101120
21/06/2020,-5,102564
21/06/2020,-1,102327
21/06/2020,-1,100570
21/06/2020,-150,100524
21/06/2020,-2,102294
21/06/2020,-2,101652
21/06/2020,-1,102327
21/06/2020,-1,102271
21/06/2020,-10,103274
21/06/2020,-1,102823
21/06/2020,-5,103191
21/06/2020,-1,100598
21/06/2020,-15,103076
21/06/2020,-500,100336
21/06/2020,-6,200013
21/06/2020,-1,555555
21/06/2020,-5,103272
21/06/2020,-10,103987
21/06/2020,-1,100570
21/06/2020,-1,100649
21/06/2020,-1,102545
21/06/2020,-2,103077
21/06/2020,-2,102328
21/06/2020,6,101347
21/06/2020,-1,102330
21/06/2020,-10,103076
21/06/2020,-1,103125
21/06/2020,-2,103333
21/06/2020,-2,102272
21/06/2020,-1,100757
21/06/2020,-2,102754
21/06/2020,1,100652
21/06/2020,-400,102595
21/06/2020,-2,103333
21/06/2020,-1,200018
21/06/2020,-5,103074
21/06/2020,-4,100973
21/06/2020,-10,103088
21/06/2020,-2,101529
21/06/2020,-6,103858
21/06/2020,6,103125
21/06/2020,-1,103009
21/06/2020,-1,200013
21/06/2020,-1,102275
21/06/2020,-1,102109
21/06/2020,-2,102222
21/06/2020,-1,102747
21/06/2020,-2,102272
21/06/2020,-1,102276
21/06/2020,-42,100300
21/06/2020,-3,103333
21/06/2020,-1,102000
21/06/2020,-2,102222
21/06/2020,-36,102617
21/06/2020,-1,103125
21/06/2020,-10,103076
21/06/2020,-1,200018
21/06/2020,-500,104233
21/06/2020,-2,100151
21/06/2020,-1,103125
21/06/2020,-1,102563
21/06/2020,-2,101529
21/06/2020,-100,100525
21/06/2020,-7,200010
21/06/2020,-2,101666
21/06/2020,-1,101471
21/06/2020,-3,100118
21/06/2020,-2,102725
21/06/2020,-1,100322
21/06/2020,-1,101999
21/06/2020,-2,103327
21/06/2020,-2,101664
21/06/2020,2,102058
21/06/2020,1,100152
21/06/2020,-1,101703
21/06/2020,-2,100250
21/06/2020,-1,103838
21/06/2020,-1,100162
21/06/2020,-2,101652
21/06/2020,-1,102598
21/06/2020,-3,101652
21/06/2020,-1,100781
21/06/2020,-1,100405
21/06/2020,-4,101652
21/06/2020,-1,102352
21/06/2020,-1,100119
21/06/2020,-1,100337
21/06/2020,-4,103333
21/06/2020,-1,102135
21/06/2020,-5,103132
21/06/2020,-5,103075
21/06/2020,-5,103126
21/06/2020,-3,103333
21/06/2020,-1,101073
21/06/2020,-1,200042
21/06/2020,-400,100303
21/06/2020,-1,102108
21/06/2020,-10,101528
21/06/2020,-15,103076
21/06/2020,-10,100050
21/06/2020,-1,100743
21/06/2020,-1,103971
21/06/2020,-1,101084
21/06/2020,-250,100148
21/06/2020,-1,102049
21/06/2020,-1,103267
21/06/2020,-1,200034
21/06/2020,-10,103132
21/06/2020,-1,103240
21/06/2020,-1,100570
21/06/2020,-2,103074
21/06/2020,-1,102352
21/06/2020,-1,100570
21/06/2020,-1,100119
21/06/2020,-1,102500
21/06/2020,-1,200035
21/06/2020,-1,102327
21/06/2020,-4,100230
21/06/2020,-2,101554
21/06/2020,-1,100764
21/06/2020,-20,102193
21/06/2020,-1,104165
21/06/2020,-200,100500
21/06/2020,-10,103074
21/06/2020,-10,103075
21/06/2020,-1,102662
21/06/2020,-1,100526
21/06/2020,-2,103302
21/06/2020,-2,200018
21/06/2020,-1,103036
21/06/2020,-9,103333
21/06/2020,-1,100743
21/06/2020,-1,100652
21/06/2020,-5,102058
21/06/2020,-1,200031
21/06/2020,1,103784
21/06/2020,48000,104405
21/06/2020,20000,100303
21/06/2020,-150,101039
21/06/2020,6,101528
21/06/2020,-5,103126
21/06/2020,-10,100055
21/06/2020,48000,104233
21/06/2020,-1,102275
21/06/2020,-1,102109
21/06/2020,-1,102352
21/06/2020,-1,102563
21/06/2020,-50,100514
21/06/2020,-6,102080
21/06/2020,-1,102057
21/06/2020,-5,100743
21/06/2020,-1,100526
21/06/2020,-2,102399
21/06/2020,-5,103830
21/06/2020,-1,100476
21/06/2020,-3,200015
21/06/2020,-10,100426
21/06/2020,-1,100118
21/06/2020,-3,200010
21/06/2020,-150,101040
21/06/2020,-4,102619
21/06/2020,-1,102270
21/06/2020,-1,102108
21/06/2020,-1,101642
21/06/2020,-100,100541
21/06/2020,-2,102398
21/06/2020,-10,103075
21/06/2020,-1,100162
21/06/2020,-1,100038
21/06/2020,-500,100303
21/06/2020,-1,103863
21/06/2020,-250,101040
21/06/2020,-5,103074
21/06/2020,-1,101433
21/06/2020,-1,102080
21/06/2020,-500,102747
21/06/2020,-16,104111
21/06/2020,-4,100974
21/06/2020,-4,103333
21/06/2020,-3,102330
21/06/2020,-5,103076
21/06/2020,-2,100250
21/06/2020,-2,103036
21/06/2020,196,101652
21/06/2020,-440,100450
21/06/2020,-2,100243
21/06/2020,-9,103333
21/06/2020,-1,101728
21/06/2020,-36,102617
21/06/2020,-2,102469
21/06/2020,-1,100053
21/06/2020,-1,100066
21/06/2020,-0.2,103127
21/06/2020,-1,102271
21/06/2020,-1,103301
21/06/2020,-100,100592
21/06/2020,-20,100356
21/06/2020,-1,103126
21/06/2020,-1,555555
21/06/2020,-2,102271
21/06/2020,-1,103833
21/06/2020,-2,103304
21/06/2020,-1,103306
21/06/2020,-1,101066
21/06/2020,-1,100117
21/06/2020,-1,100074
21/06/2020,-1,101528
21/06/2020,-5,103074
21/06/2020,-1,104343
21/06/2020,-1,100118
21/06/2020,-5,103074
21/06/2020,-1,100537
21/06/2020,-10,101528
21/06/2020,-1,102272
21/06/2020,-15,103076
21/06/2020,-8,103125
21/06/2020,-1,103076
21/06/2020,-1,200017
21/06/2020,-2,103091
21/06/2020,-1,101109
21/06/2020,-1,104283
21/06/2020,-3,103075
21/06/2020,-1,103074
21/06/2020,-1,101642
21/06/2020,-2,101664
21/06/2020,1,101554
21/06/2020,-2,102753
21/06/2020,-12,104406
21/06/2020,-3,103126
21/06/2020,-2,102271
21/06/2020,-100,100135
21/06/2020,-3,103267
21/06/2020,-100,100524
21/06/2020,-300,102479
21/06/2020,-1,999999
21/06/2020,-24,102553
21/06/2020,-5,103075
21/06/2020,-17,103074
21/06/2020,-1,103951
21/06/2020,-1,103306
21/06/2020,-1,100064
21/06/2020,-2,101664
21/06/2020,-4,200018
21/06/2020,-10,102823
21/06/2020,-1,104406
21/06/2020,-10,103267
21/06/2020,-10,103075
21/06/2020,-10,103132
21/06/2020,-5,104395
21/06/2020,-2,103901
21/06/2020,-5,103075
21/06/2020,-2,101664
21/06/2020,-1,200037
21/06/2020,-2,101652
21/06/2020,-1,104112
21/06/2020,-4,101652
21/06/2020,-1,100435
21/06/2020,5,102704
21/06/2020,-1,999999
21/06/2020,196,101664
21/06/2020,-1,101642
21/06/2020,-250,100733
21/06/2020,-1,102271
21/06/2020,-1,200001
21/06/2020,-1,100664
21/06/2020,-1,102272
21/06/2020,-1,100643
21/06/2020,-1,200018
21/06/2020,-500,103046
21/06/2020,-1,102330
21/06/2020,-1,102352
21/06/2020,-200,103095
21/06/2020,-1,100652
21/06/2020,-1,100379
21/06/2020,-10,103076
21/06/2020,-1,101999
21/06/2020,-440,100450
21/06/2020,-5,200015
21/06/2020,-1,555555
21/06/2020,-1,104044
21/06/2020,-20,100039
21/06/2020,-20,100151
21/06/2020,1,102935
21/06/2020,-1,102998
21/06/2020,-1,104395
21/06/2020,-100,100525
21/06/2020,-5,104395
21/06/2020,-1,101999
21/06/2020,-1,103833
21/06/2020,-2,103132
21/06/2020,-1,101066
21/06/2020,-10,103132
21/06/2020,30,104344
21/06/2020,-1,100117
21/06/2020,-1,103861
21/06/2020,-1,104283
21/06/2020,1,102352
21/06/2020,-3,102772
21/06/2020,-2,103836
21/06/2020,-1,102277
21/06/2020,-1,100667
21/06/2020,-2,102276
21/06/2020,-1,102352
21/06/2020,-2,102271
21/06/2020,-2,102276
21/06/2020,-5,103987
21/06/2020,-1,102547
21/06/2020,-1,101551
21/06/2020,-1,100781
21/06/2020,-1,103971
21/06/2020,3,101087
21/06/2020,-1,102109
21/06/2020,-5,101652
21/06/2020,-1,101664
21/06/2020,-1,102108
21/06/2020,-3,100066
21/06/2020,-200,100303
21/06/2020,-1,104112
21/06/2020,-5,103132
21/06/2020,-1,100973
21/06/2020,-5,104395
21/06/2020,-1,100998
21/06/2020,-1,555555
21/06/2020,-500,102772
21/06/2020,-500,102810
21/06/2020,-5,103273
21/06/2020,-1,100526
21/06/2020,-2,101652
21/06/2020,-5,103089
21/06/2020,-2,102048
21/06/2020,-10,100055
21/06/2020,-5,103886
21/06/2020,-1,102108
21/06/2020,-5,200015
21/06/2020,-50,103088
21/06/2020,-2,102704
21/06/2020,-1,101664
21/06/2020,-1,100131
21/06/2020,-2,102704
21/06/2020,-2,200018
21/06/2020,-2,101664
21/06/2020,-8,103860
21/06/2020,-42,100300
21/06/2020,-2,100642
21/06/2020,-1,101073
21/06/2020,-1,103304
21/06/2020,-5,103075
21/06/2020,-1,103035
21/06/2020,-2,100050
21/06/2020,-1,102599
21/06/2020,2,104273
21/06/2020,180,104044
21/06/2020,-250,100028
21/06/2020,-16,103190
21/06/2020,-6,102274
21/06/2020,-1100,100450
21/06/2020,-5,104406
21/06/2020,-200,100148
21/06/2020,-1,100444
21/06/2020,-2,101664
21/06/2020,-10,100050
21/06/2020,-1,101664
21/06/2020,-1,101664
21/06/2020,-1,102469
21/06/2020,-1,100131
21/06/2020,-1,100663
21/06/2020,-1,200018
21/06/2020,-1,102330
21/06/2020,-1,100643
21/06/2020,-100,100525
21/06/2020,-2,102048
21/06/2020,-10,103088
21/06/2020,-500,100303
21/06/2020,-2,102725
21/06/2020,-1,100667
21/06/2020,-1,200001
21/06/2020,-1,102080
21/06/2020,-1,104067
21/06/2020,-1,555555
21/06/2020,-5,103860
21/06/2020,-1,103126
21/06/2020,-50,100541
21/06/2020,-1800,100326
21/06/2020,-1,102108
21/06/2020,-1,100240
21/06/2020,-400,102595
21/06/2020,-1,101528
21/06/2020,-1,104101
21/06/2020,-1,200017
21/06/2020,-1,100652
21/06/2020,-1,103132
21/06/2020,-1,103132
21/06/2020,-1,100751
21/06/2020,-8,103125
21/06/2020,-5,103886
21/06/2020,-1,102108
21/06/2020,-2,101456
21/06/2020,20,103128
21/06/2020,-4,103304
21/06/2020,-3,103132
21/06/2020,-4,102704
21/06/2020,-3,101652
21/06/2020,-1,103861
21/06/2020,-1,100162
21/06/2020,-1,200017
21/06/2020,-1,102352
21/06/2020,-12,104352
21/06/2020,-15,103076
21/06/2020,-2,100055
21/06/2020,-2,100526
21/06/2020,-2,102352
21/06/2020,-3,102271
21/06/2020,-100,100592
21/06/2020,-5,100055
21/06/2020,-6,103154
21/06/2020,-2,103298
21/06/2020,-1,101471
21/06/2020,-100,100324
21/06/2020,-500,104157
21/06/2020,-1,100162
21/06/2020,-1,100335
21/06/2020,1,200010
21/06/2020,-1,200010
21/06/2020,-1,102270
21/06/2020,-3,100060
21/06/2020,-1,102563
21/06/2020,-1,200001
21/06/2020,-1,100117
21/06/2020,-3,100074
21/06/2020,-1,101347
21/06/2020,-1,102352
21/06/2020,-3,103086
21/06/2020,-2,103213
21/06/2020,-2,100781
21/06/2020,-2,200017
21/06/2020,-1,100444
21/06/2020,-7,103077
21/06/2020,-2,103333
21/06/2020,-2,103210
21/06/2020,-100,102772
21/06/2020,-1,200042
21/06/2020,-1,100174
21/06/2020,-1,666666
21/06/2020,-1,100444
21/06/2020,-1,200013
21/06/2020,-1,200042
21/06/2020,-1,100526
21/06/2020,-1,100577
21/06/2020,-2,102500
21/06/2020,-1,102327
21/06/2020,-2,103086
21/06/2020,1,103778
21/06/2020,100,100117
21/06/2020,-3,103077
21/06/2020,-2,103968
21/06/2020,-1,103086
21/06/2020,-2,103077
21/06/2020,-5,103086
21/06/2020,-2,101665
21/06/2020,-2,200013
21/06/2020,-30,200017
21/06/2020,-1000,100022
21/06/2020,-10,103274
21/06/2020,-1,100174
21/06/2020,-1,103272
21/06/2020,-3,100753
21/06/2020,-5,103077
21/06/2020,-6,102080
21/06/2020,-2,100040
21/06/2020,-1,200035
21/06/2020,-1,101664
21/06/2020,-4,100303
21/06/2020,-3,103075
21/06/2020,-5,103987
21/06/2020,-1,101704
21/06/2020,-1,103101
21/06/2020,-4,102620
21/06/2020,-8,103075
21/06/2020,-1000,100028
21/06/2020,-1,100761
21/06/2020,-2,101642
21/06/2020,-200,100865
21/06/2020,-100,100631
21/06/2020,-500,104050
21/06/2020,-1,100649
21/06/2020,-1,200031
21/06/2020,-1,555555
21/06/2020,-1,100405
21/06/2020,-1,102500
21/06/2020,-2,102352
21/06/2020,-1,102220
21/06/2020,-2,103034
21/06/2020,-1,103037
21/06/2020,-1,101516
21/06/2020,-14,102500
21/06/2020,-2,200042
21/06/2020,-1,101652
21/06/2020,-1,102109
21/06/2020,-1,103086
21/06/2020,-1,101073
21/06/2020,-10,100166
21/06/2020,-2,103211
21/06/2020,-20,102193
21/06/2020,-2,100806
21/06/2020,-2,103086
21/06/2020,-1,101551
21/06/2020,-1,104285
21/06/2020,-2,100649
21/06/2020,-1,100063
21/06/2020,-1,104343
21/06/2020,-1,104067
21/06/2020,9,103782
21/06/2020,-1,100849
21/06/2020,-2,102838
21/06/2020,-20,102823
21/06/2020,-2,200018
21/06/2020,-10,103086
21/06/2020,-1,102999
21/06/2020,-1,101035
21/06/2020,-1000,100332
21/06/2020,1,200018
21/06/2020,-1,100556
21/06/2020,-1,200042
21/06/2020,-1,103127
21/06/2020,-1,666666
21/06/2020,-1,200035
21/06/2020,-4,102823
21/06/2020,-4,100040
21/06/2020,-1,103274
21/06/2020,-6,200013
21/06/2020,-2000,103058
21/06/2020,-10,104212
21/06/2020,-1,102220
21/06/2020,-1,100796
21/06/2020,40,100001
21/06/2020,-5,200018
21/06/2020,20,100174
21/06/2020,-2,103210
21/06/2020,-1,103828
21/06/2020,-1,200011
21/06/2020,-4,102610
21/06/2020,-1000,100303
21/06/2020,-1,100757
21/06/2020,-2,102726
21/06/2020,-10,100301
21/06/2020,-2,100806
21/06/2020,-2,103077
21/06/2020,-1,104289
21/06/2020,-1,555555
21/06/2020,-1,200013
21/06/2020,-1,103239
21/06/2020,-10,103086
21/06/2020,-14,102500
21/06/2020,-6,102422
21/06/2020,-1,102327
21/06/2020,-1,102347
21/06/2020,208,200033
21/06/2020,-1,102564
21/06/2020,-100,100524
21/06/2020,-2,103303
21/06/2020,-1,102746
21/06/2020,-5,103297
21/06/2020,-5,103268
21/06/2020,-5,103077
21/06/2020,-1,100518
21/06/2020,-200,100018
21/06/2020,-1,101073
21/06/2020,-1,103086
21/06/2020,-2,100040
21/06/2020,-5,103077
21/06/2020,-1,103297
21/06/2020,-2,101652
21/06/2020,-1,200002
21/06/2020,-1,200017
21/06/2020,-10,100300
21/06/2020,-1,200065
21/06/2020,-4,102823
21/06/2020,-2,102889
21/06/2020,-1,103856
21/06/2020,-1,104323
21/06/2020,-3,102222
21/06/2020,-1,100174
21/06/2020,-12,102620
21/06/2020,-1,102663
21/06/2020,-5,103077
21/06/2020,-5,102340
21/06/2020,-1,101665
21/06/2020,-5,100059
21/06/2020,1000,102802
21/06/2020,-2000,103281
21/06/2020,-2,200015
21/06/2020,-1,200018
21/06/2020,-4,102619
21/06/2020,-2,103298
21/06/2020,-1,101664
21/06/2020,-50,102784
21/06/2020,-1,555555
21/06/2020,-500,100541
21/06/2020,-2,101039
21/06/2020,-1,100577
21/06/2020,-1,103126
21/06/2020,-1,102747
21/06/2020,-4,200017
21/06/2020,-1,102352
21/06/2020,-1,102276
21/06/2020,-1,101020
21/06/2020,-1,101021
21/06/2020,-4,102704
21/06/2020,-4,100060
21/06/2020,-3,102724
21/06/2020,-250,103847
21/06/2020,-150,102802
21/06/2020,-2,100444
21/06/2020,-4,102422
21/06/2020,-1,102227
21/06/2020,-1,100040
21/06/2020,-1,102326
21/06/2020,-100,100027
21/06/2020,-1,103301
21/06/2020,-2,200033
21/06/2020,-1,666666
21/06/2020,-2,102271
21/06/2020,-1,100526
21/06/2020,-1,104344
21/06/2020,-1,101065
21/06/2020,-1,102327
21/06/2020,-1,102563
21/06/2020,-10,103272
21/06/2020,-5,103077
21/06/2020,-5,103266
21/06/2020,-5,103987
21/06/2020,-1,100110
21/06/2020,-500,102746
21/06/2020,-1,100040
21/06/2020,-1,101423
21/06/2020,-12,104352
21/06/2020,-220,100450
21/06/2020,-2,103091
21/06/2020,-5,103074
21/06/2020,-6,102274
21/06/2020,-3,103076
21/06/2020,-10,103074
21/06/2020,-2,200015
21/06/2020,-10,103987
21/06/2020,-198,101039
21/06/2020,-2,200018
21/06/2020,-1000,102813
21/06/2020,-1,102547
21/06/2020,-2,100174
21/06/2020,-1,102327
21/06/2020,-2,103092
21/06/2020,-1,103075
21/06/2020,-1,103266
21/06/2020,-1,104284
21/06/2020,-1,100152
21/06/2020,-10,103272
21/06/2020,-5,103075
21/06/2020,-2,101664
21/06/2020,0.586,100596
21/06/2020,-1,103888
21/06/2020,-4,101646
21/06/2020,-1,103086
21/06/2020,-1,103239
21/06/2020,-5,103077
21/06/2020,-1,103086
21/06/2020,-1,100040
21/06/2020,-1,200012
21/06/2020,-5,103077
21/06/2020,-4,100074
21/06/2020,-5,100631
21/06/2020,-10,103090
21/06/2020,-5,103075
21/06/2020,-2,103132
21/06/2020,-2,102704
21/06/2020,-1,100524
21/06/2020,-3,100643
21/06/2020,-1,103126
21/06/2020,-1,200015
21/06/2020,-1,100110
21/06/2020,-1,102220
21/06/2020,-8,102648
21/06/2020,-5,102650
21/06/2020,-1,102563
21/06/2020,-50,102784
21/06/2020,-5,101703
21/06/2020,-4,101664
21/06/2020,-1,666666
21/06/2020,-2,102823
21/06/2020,-1,103268
21/06/2020,-2,104381
21/06/2020,-2,102469
21/06/2020,-2,100652
21/06/2020,-100,100525
21/06/2020,-1,100518
21/06/2020,-1,100199
21/06/2020,-1,200018
21/06/2020,-2,100971
21/06/2020,-1,100117
21/06/2020,-4,100074
21/06/2020,-1,104375
21/06/2020,-2,102747
21/06/2020,-3,102724
21/06/2020,-1,101652
21/06/2020,-1,100757
21/06/2020,-1,100530
21/06/2020,400,102793
21/06/2020,-4,100652
21/06/2020,-4,101664
21/06/2020,-250,101425
21/06/2020,4,100974
21/06/2020,-1,104286
21/06/2020,-50,100525
21/06/2020,-2,102563
21/06/2020,-1,200015
21/06/2020,-1,100162
21/06/2020,-2,100151
21/06/2020,350,100525
21/06/2020,-4,102620
21/06/2020,-12,100753
21/06/2020,-8,103301
21/06/2020,-6,103154
21/06/2020,-1,102058
21/06/2020,-80,100302
21/06/2020,-1,200018
21/06/2020,-1,102563
21/06/2020,-5,103074
21/06/2020,100,100540
21/06/2020,-500,102747
21/06/2020,-1,104290
21/06/2020,-1,101664
21/06/2020,-6,102619
21/06/2020,-2,102054
21/06/2020,-1,101347
21/06/2020,-1,100751
21/06/2020,-1,100119
21/06/2020,-1,100160
21/06/2020,4,101529
21/06/2020,500,102794
21/06/2020,-1,100526
21/06/2020,-3,103077
21/06/2020,-1,104372
21/06/2020,-1,103126
21/06/2020,-1,100151
21/06/2020,-12,103855
21/06/2020,-1,102326
21/06/2020,-2,101646
21/06/2020,-2,101664
21/06/2020,-1,101664
21/06/2020,-1,101642
21/06/2020,-1,101109
21/06/2020,-1,100661
21/06/2020,-10,103077
21/06/2020,-3,100526
21/06/2020,-5,100819
21/06/2020,-1,103861
21/06/2020,-1,555555
21/06/2020,-1,200017
21/06/2020,-5,103333
21/06/2020,1,102469
21/06/2020,-50,103088
21/06/2020,-4,100060
21/06/2020,-3,103333
21/06/2020,-4,100074
21/06/2020,-500,100541
21/06/2020,-3,102222
21/06/2020,-1,103905
21/06/2020,-1,104344
21/06/2020,2250,100413
21/06/2020,-1,100607
21/06/2020,-5.5,101084
21/06/2020,-1,102272
21/06/2020,-1,100667
21/06/2020,132,104406
21/06/2020,1000,100303
21/06/2020,-3,103076
21/06/2020,-1,103839
21/06/2020,-600,101032
21/06/2020,-1,102599
21/06/2020,-1,101111
21/06/2020,-1,102272
21/06/2020,-1,102745
21/06/2020,-2,200018
21/06/2020,-2,103089
21/06/2020,-1,101728
21/06/2020,-4,200018
21/06/2020,-2,100050
21/06/2020,-100,100525
21/06/2020,-1,102330
21/06/2020,-3,101642
21/06/2020,-2,101664
21/06/2020,-4,103074
21/06/2020,-1,200033
21/06/2020,-300,100525
21/06/2020,-3,102054
21/06/2020,-1,101109
21/06/2020,-1,101433
21/06/2020,-1,200015
21/06/2020,-1,101999
21/06/2020,-1,100652
21/06/2020,-1,102610
21/06/2020,-25,104033
21/06/2020,-1,101664
21/06/2020,-1,101111
21/06/2020,-2,200040
21/06/2020,-1,100027
21/06/2020,-1,104042
21/06/2020,-2,101664
21/06/2020,-3,103075
21/06/2020,-2,100973
21/06/2020,-5,104406
21/06/2020,-5,103075
21/06/2020,-1,102108
21/06/2020,-3,102620
21/06/2020,-2,100973
21/06/2020,-2,103126
21/06/2020,-2,103132
21/06/2020,-1,102276
21/06/2020,-500,100148
21/06/2020,-2,102271
21/06/2020,-3,103132
21/06/2020,-3,100066
21/06/2020,-1,102108
21/06/2020,-1,100476
21/06/2020,-1,102272
21/06/2020,-3,101530
21/06/2020,-5,103075
21/06/2020,-6,102725
21/06/2020,-16,104111
21/06/2020,-1,200016
21/06/2020,-4,100973
21/06/2020,-5,104406
21/06/2020,-1,100803
21/06/2020,-1800,100326
21/06/2020,-2,103091
21/06/2020,-4,100973
21/06/2020,-100,100303
21/06/2020,-4,101664
21/06/2020,-500,100303
21/06/2020,-2,103302
21/06/2020,-1000,100332
21/06/2020,-4,102422
21/06/2020,-1,200013
21/06/2020,1000,100332
21/06/2020,-1,103856
21/06/2020,-1,100577
21/06/2020,-1,200042
21/06/2020,-5,103077
21/06/2020,-5,102400
21/06/2020,-1,103971
21/06/2020,-1,200010
21/06/2020,-2,103927
21/06/2020,-5,103077
21/06/2020,-1,200035
21/06/2020,-6,200013
21/06/2020,-1,103274
21/06/2020,-1,102563
21/06/2020,600,103979
21/06/2020,-5,100055
21/06/2020,-2,101021
21/06/2020,-2,101652
21/06/2020,-2,102563
21/06/2020,-1,101665
21/06/2020,-5,103086
21/06/2020,-2,102277
21/06/2020,-1,102327
21/06/2020,-1,101551
21/06/2020,-1,102545
21/06/2020,-2,102500
21/06/2020,-1,102352
21/06/2020,-1,100074
21/06/2020,-1,100060
21/06/2020,-1,200013
21/06/2020,-1,200038
21/06/2020,-2,102227
21/06/2020,-3,100050
21/06/2020,-1,101642
21/06/2020,30,103232
21/06/2020,4,100973
21/06/2020,-2,100570
21/06/2020,-1,103861
21/06/2020,-2,102889
21/06/2020,-1,100117
21/06/2020,-1,104323
21/06/2020,-5,103075
21/06/2020,-1,102049
21/06/2020,-1,101065
21/06/2020,-2,103268
21/06/2020,-100,100324
21/06/2020,-4,102823
21/06/2020,2,200017
21/06/2020,1,102999
21/06/2020,-3,100753
21/06/2020,-200,100332
21/06/2020,-1,103266
21/06/2020,-1,100647
21/06/2020,-2,103210
21/06/2020,-12,102620
21/06/2020,-1,200012
21/06/2020,50,100524
21/06/2020,-2,103077
21/06/2020,-4,100040
21/06/2020,-1,200008
21/06/2020,-2,102500
21/06/2020,-1,666666
21/06/2020,-2,102352
21/06/2020,-1,101549
21/06/2020,-1,103132
21/06/2020,-2,102058
21/06/2020,-1,100117
21/06/2020,-3,100753
21/06/2020,-1,101066
21/06/2020,-6,100753
21/06/2020,-2,100526
21/06/2020,-1,200031
21/06/2020,-2,200017
21/06/2020,-2,101652
21/06/2020,-2,102222
21/06/2020,-1,100110
21/06/2020,-1,101020
21/06/2020,-200,100332
21/06/2020,-1,100577
21/06/2020,-1,102153
21/06/2020,-500,100336
21/06/2020,-1,100131
21/06/2020,-5,103074
21/06/2020,-2,100151
21/06/2020,-1,102276
21/06/2020,-4,103076
21/06/2020,-3,100526
21/06/2020,-1,103905
21/06/2020,-1,102271
21/06/2020,-4,103304
21/06/2020,-1,100322
21/06/2020,-1,100781
21/06/2020,2.562,100596
21/06/2020,-1,100598
21/06/2020,-1,555555
21/06/2020,-1,103951
21/06/2020,-100,100134
21/06/2020,-1,100066
21/06/2020,-2,102563
21/06/2020,-1,101021
21/06/2020,-1,102220
21/06/2020,-2,103076
21/06/2020,-3,103333
21/06/2020,-1,103266
21/06/2020,-1,100151
21/06/2020,-1,101066
21/06/2020,-1,102227
21/06/2020,-1,104285
21/06/2020,-1000,102813
21/06/2020,-10,100250
21/06/2020,-1,100119
21/06/2020,-4,102270
21/06/2020,-1,103239
21/06/2020,-8,104329
21/06/2020,-1,200013
21/06/2020,-5,101652
21/06/2020,-1,200018
21/06/2020,-1,104293
21/06/2020,-1,100110
21/06/2020,-1,101020
21/06/2020,-6,102340
21/06/2020,-1,102330
21/06/2020,-10,100356
